,X.1,X,Sample_ID,Seed_Number,Length,Width,Plant_Species_Common_Name,Treatment,Germination.Date,germ,Lemur_Species,Name,GerminationTime
2950,2950,3492,AM070,6,2.43,1.4,Actinidia deliciosa,"Gut-passed, Washed",2/22/23,1,E. flavifrons,Akroyd,7
2951,2951,3493,AM070,7,2.46,1.37,Actinidia deliciosa,"Gut-passed, Washed",3/3/23,1,E. flavifrons,Akroyd,16
2952,2952,3494,AM070,8,2.07,1.47,Actinidia deliciosa,"Gut-passed, Washed",NA,0,E. flavifrons,Akroyd,NA
2953,2953,3495,AM070,9,2.59,1.32,Actinidia deliciosa,"Gut-passed, Washed",NA,0,E. flavifrons,Akroyd,NA
2954,2954,3496,AM070,10,4.56,3.75,Capsicum annuum,"Gut-passed, Washed",2/22/23,1,E. flavifrons,Akroyd,7
2955,2955,2323,DW048,1,4.87,4.08,Capsicum annuum,Gut-passed,2/3/23,1,E. coronatus,Sanura,8
2956,2956,2402,DW054,5,4.65,3.82,Capsicum annuum,"Gut-passed, Washed",2/3/23,1,E. coronatus,Sanura,8
2957,2957,2403,DW054,6,4.42,3.72,Capsicum annuum,"Gut-passed, Washed",2/3/23,1,E. coronatus,Sanura,8
2958,2958,2404,DW054,1,4.48,3.73,Capsicum annuum,"Gut-passed, Washed",2/1/23,1,E. coronatus,Sanura,6
2959,2959,2405,DW054,2,4.65,3.77,Capsicum annuum,"Gut-passed, Washed",2/1/23,1,E. coronatus,Sanura,6
2960,2960,2406,DW054,3,4.62,3.86,Capsicum annuum,"Gut-passed, Washed",2/1/23,1,E. coronatus,Sanura,6
2961,2961,2407,DW054,4,4.8,4.06,Capsicum annuum,"Gut-passed, Washed",2/1/23,1,E. coronatus,Sanura,6
2962,2962,1094,CD069,13,11.06,4.62,Cucumis melo L.,Gut-passed,1/11/23,1,V. variegata,Harriot,5
2963,2963,1095,CD069,14,12.55,4.26,Cucumis melo L.,Gut-passed,1/11/23,1,V. variegata,Harriot,5
2964,2964,1096,CD069,15,10.9,4.11,Cucumis melo L.,Gut-passed,1/11/23,1,V. variegata,Harriot,5
2965,2965,1097,CD069,1,11.49,4.88,Cucumis melo L.,Gut-passed,1/11/23,1,V. variegata,Harriot,5
2966,2966,1098,CD069,11,12.81,5.2,Cucumis melo L.,Gut-passed,1/11/23,1,V. variegata,Harriot,5
2967,2967,1099,CD069,2,11.96,4.79,Cucumis melo L.,Gut-passed,NA,0,V. variegata,Harriot,NA
2968,2968,1100,CD069,3,12.44,5.09,Cucumis melo L.,Gut-passed,NA,0,V. variegata,Harriot,NA
2969,2969,1101,CD069,4,11.86,4.56,Cucumis melo L.,Gut-passed,NA,0,V. variegata,Harriot,NA
2970,2970,1102,CD069,5,12.22,5.27,Cucumis melo L.,Gut-passed,NA,0,V. variegata,Harriot,NA
2971,2971,1103,CD069,6,11.72,4.5,Cucumis melo L.,Gut-passed,NA,0,V. variegata,Harriot,NA
2972,2972,1104,CD069,7,12.75,5.03,Cucumis melo L.,Gut-passed,NA,0,V. variegata,Harriot,NA
2973,2973,1105,CD069,8,11.62,4.16,Cucumis melo L.,Gut-passed,NA,0,V. variegata,Harriot,NA
2974,2974,1106,CD069,9,12.53,4.48,Cucumis melo L.,Gut-passed,NA,0,V. variegata,Harriot,NA
2975,2975,1107,CD069,10,10.99,5,Cucumis melo L.,Gut-passed,NA,0,V. variegata,Harriot,NA
2976,2976,1108,CD069,12,9.56,3.99,Cucumis melo L.,Gut-passed,NA,0,V. variegata,Harriot,NA
2977,2977,5789,AM221,1,2.1,1,Selenicereus undatus,"Gut-passed, Washed",NA,0,L. catta,Persephone,NA
2978,2978,5790,AM221,2,2.36,1.25,Selenicereus undatus,"Gut-passed, Washed",NA,0,L. catta,Persephone,NA
2979,2979,1088,CD067,2,12.18,4.82,Cucumis melo L.,Gut-passed,1/18/23,1,V. variegata,Harriot,12
2980,2980,1089,CD067,3,11.09,4.17,Cucumis melo L.,Gut-passed,1/18/23,1,V. variegata,Harriot,12
2981,2981,1090,CD067,1,12.79,5.29,Cucumis melo L.,Gut-passed,1/11/23,1,V. variegata,Harriot,5
2982,2982,1091,CD067,4,7.58,3.18,Cucumis melo L.,Gut-passed,NA,0,V. variegata,Harriot,NA
2983,2983,1092,CD067,5,8.94,3.81,Cucumis melo L.,Gut-passed,NA,0,V. variegata,Harriot,NA
2984,2984,1093,CD067,6,11.95,4.23,Cucumis melo L.,Gut-passed,NA,0,V. variegata,Harriot,NA
2985,2985,1109,CD071,37,10.58,4.08,Cucumis melo L.,Gut-passed,1/25/23,1,V. variegata,Helene,19
2986,2986,1110,CD071,34,11.41,4.91,Cucumis melo L.,Gut-passed,1/20/23,1,V. variegata,Helene,14
2987,2987,1111,CD071,27,11.37,5.04,Cucumis melo L.,Gut-passed,1/18/23,1,V. variegata,Helene,12
2988,2988,1112,CD071,32,13.23,5,Cucumis melo L.,Gut-passed,1/18/23,1,V. variegata,Helene,12
2989,2989,1113,CD071,39,10.89,5.19,Cucumis melo L.,Gut-passed,1/18/23,1,V. variegata,Helene,12
2990,2990,1114,CD071,44,12.48,5.15,Cucumis melo L.,Gut-passed,1/18/23,1,V. variegata,Helene,12
2991,2991,1115,CD071,46,12.66,4.72,Cucumis melo L.,Gut-passed,1/18/23,1,V. variegata,Helene,12
2992,2992,1116,CD071,47,13.12,5.32,Cucumis melo L.,Gut-passed,1/18/23,1,V. variegata,Helene,12
2993,2993,1117,CD071,26,11.92,4.29,Cucumis melo L.,Gut-passed,1/13/23,1,V. variegata,Helene,7
2994,2994,1118,CD071,28,12.56,5.16,Cucumis melo L.,Gut-passed,1/13/23,1,V. variegata,Helene,7
2995,2995,1119,CD071,29,12.85,5.08,Cucumis melo L.,Gut-passed,1/13/23,1,V. variegata,Helene,7
2996,2996,1120,CD071,31,11.81,5.06,Cucumis melo L.,Gut-passed,1/13/23,1,V. variegata,Helene,7
2997,2997,1121,CD071,33,12.7,5.01,Cucumis melo L.,Gut-passed,1/13/23,1,V. variegata,Helene,7
2998,2998,1122,CD071,35,12.21,4.68,Cucumis melo L.,Gut-passed,1/13/23,1,V. variegata,Helene,7
2999,2999,1123,CD071,36,12.05,5.19,Cucumis melo L.,Gut-passed,1/13/23,1,V. variegata,Helene,7
3000,3000,1124,CD071,40,13.24,5.85,Cucumis melo L.,Gut-passed,1/13/23,1,V. variegata,Helene,7
3001,3001,1125,CD071,41,12.41,4.78,Cucumis melo L.,Gut-passed,1/13/23,1,V. variegata,Helene,7
3002,3002,1126,CD071,42,11.89,5.26,Cucumis melo L.,Gut-passed,1/13/23,1,V. variegata,Helene,7
3003,3003,1127,CD071,43,12.15,5.08,Cucumis melo L.,Gut-passed,1/13/23,1,V. variegata,Helene,7
3004,3004,1128,CD071,45,11.77,4.47,Cucumis melo L.,Gut-passed,1/13/23,1,V. variegata,Helene,7
3005,3005,1129,CD071,48,12.5,5.08,Cucumis melo L.,Gut-passed,1/13/23,1,V. variegata,Helene,7
3006,3006,1130,CD071,30,11.87,5.04,Cucumis melo L.,Gut-passed,NA,0,V. variegata,Helene,NA
3007,3007,1131,CD071,38,10.18,4.18,Cucumis melo L.,Gut-passed,NA,0,V. variegata,Helene,NA
3008,3008,1132,CD072,2,10.5,4.17,Cucumis melo L.,Gut-passed,1/25/23,1,V. variegata,Helene,19
3009,3009,1133,CD072,3,11.8,4.58,Cucumis melo L.,Gut-passed,1/18/23,1,V. variegata,Helene,12
3010,3010,1134,CD072,5,13.47,5.05,Cucumis melo L.,Gut-passed,1/18/23,1,V. variegata,Helene,12
3011,3011,1135,CD072,6,10.43,4.06,Cucumis melo L.,Gut-passed,1/18/23,1,V. variegata,Helene,12
3012,3012,1136,CD072,7,10.05,4.17,Cucumis melo L.,Gut-passed,1/18/23,1,V. variegata,Helene,12
3013,3013,1137,CD072,8,4.76,3.66,Cucumis melo L.,Gut-passed,1/18/23,1,V. variegata,Helene,12
3014,3014,1138,CD072,4,13.66,5.2,Cucumis melo L.,Gut-passed,1/13/23,1,V. variegata,Helene,7
3015,3015,1139,CD072,1,11.81,4.1,Cucumis melo L.,Gut-passed,NA,0,V. variegata,Helene,NA
3016,3016,1800,DW018,1,14.48,5.08,Cucumis melo L.,Gut-passed,2/1/23,1,E. flavifrons,Gellar,7
3017,3017,1801,DW018,4,13.37,5.09,Cucumis melo L.,Gut-passed,2/1/23,1,E. flavifrons,Gellar,7
3018,3018,1802,DW018,9,13.65,5.12,Cucumis melo L.,Gut-passed,2/1/23,1,E. flavifrons,Gellar,7
3019,3019,1803,DW018,2,13.04,4.92,Cucumis melo L.,Gut-passed,1/25/23,1,E. flavifrons,Gellar,0
3020,3020,1804,DW018,3,12.94,4.92,Cucumis melo L.,Gut-passed,1/25/23,1,E. flavifrons,Gellar,0
3021,3021,1805,DW018,5,13.87,5.16,Cucumis melo L.,Gut-passed,1/25/23,1,E. flavifrons,Gellar,0
3022,3022,1806,DW018,8,12.26,3.9,Cucumis melo L.,Gut-passed,1/25/23,1,E. flavifrons,Gellar,0
3023,3023,1807,DW018,12,13.58,5.1,Cucumis melo L.,Gut-passed,1/25/23,1,E. flavifrons,Gellar,0
3024,3024,1808,DW018,6,13.83,4.89,Cucumis melo L.,Gut-passed,NA,0,E. flavifrons,Gellar,NA
3025,3025,1809,DW018,7,13.9,5.19,Cucumis melo L.,Gut-passed,NA,0,E. flavifrons,Gellar,NA
3026,3026,1810,DW018,10,11.44,3.88,Cucumis melo L.,Gut-passed,NA,0,E. flavifrons,Gellar,NA
3027,3027,1811,DW018,11,12.75,4.88,Cucumis melo L.,Gut-passed,NA,0,E. flavifrons,Gellar,NA
3028,3028,1812,DW018,12,4.52,4.04,Capsicum annuum,Gut-passed,2/4/23,1,E. flavifrons,Gellar,10
3029,3029,1813,DW018,4,4.38,3.87,Capsicum annuum,Gut-passed,2/1/23,1,E. flavifrons,Gellar,7
3030,3030,1814,DW018,5,4.38,3.7,Capsicum annuum,Gut-passed,2/1/23,1,E. flavifrons,Gellar,7
3031,3031,1815,DW018,6,4.56,4.13,Capsicum annuum,Gut-passed,2/1/23,1,E. flavifrons,Gellar,7
3032,3032,1816,DW018,7,4.82,4.65,Capsicum annuum,Gut-passed,2/1/23,1,E. flavifrons,Gellar,7
3033,3033,1817,DW018,8,4.87,4,Capsicum annuum,Gut-passed,2/1/23,1,E. flavifrons,Gellar,7
3034,3034,1818,DW018,9,5.01,4.28,Capsicum annuum,Gut-passed,2/1/23,1,E. flavifrons,Gellar,7
3035,3035,1819,DW018,11,4.75,4.01,Capsicum annuum,Gut-passed,2/1/23,1,E. flavifrons,Gellar,7
3036,3036,1820,DW018,2,11.53,8,Cucurbita moschata,Gut-passed,1/25/23,1,E. flavifrons,Gellar,0
3037,3037,1821,DW018,3,8.5,4.92,Malus pumila,Gut-passed,1/20/23,1,E. flavifrons,Gellar,-5
3038,3038,1822,DW018,1,13.52,8.01,Cucurbita moschata,Gut-passed,NA,0,E. flavifrons,Gellar,NA
3039,3039,1823,DW018,10,4.89,4.63,Capsicum annuum,Gut-passed,NA,0,E. flavifrons,Gellar,NA
3040,3040,1824,DW020,1,10.95,4.6,Cucumis melo var. cantalupensis,Gut-passed,2/4/23,1,E. flavifrons,Hamill,10
3041,3041,1825,DW020,2,10.49,4.32,Cucumis melo var. cantalupensis,Gut-passed,2/1/23,1,E. flavifrons,Hamill,7
3042,3042,1826,DW020,4,4.9,4.13,Capsicum annuum,Gut-passed,2/1/23,1,E. flavifrons,Hamill,7
3043,3043,1827,DW020,5,4.65,4.12,Capsicum annuum,Gut-passed,2/1/23,1,E. flavifrons,Hamill,7
3044,3044,1828,DW020,6,4.6,3.81,Capsicum annuum,Gut-passed,2/1/23,1,E. flavifrons,Hamill,7
3045,3045,1829,DW020,7,4.46,4.34,Capsicum annuum,Gut-passed,2/1/23,1,E. flavifrons,Hamill,7
3046,3046,1830,DW020,8,4.5,4.17,Capsicum annuum,Gut-passed,2/1/23,1,E. flavifrons,Hamill,7
3047,3047,1831,DW020,9,5.43,3.93,Capsicum annuum,Gut-passed,2/1/23,1,E. flavifrons,Hamill,7
3048,3048,1832,DW020,10,3.91,3.86,Capsicum annuum,Gut-passed,2/1/23,1,E. flavifrons,Hamill,7
3049,3049,1833,DW020,11,4.6,4.31,Capsicum annuum,Gut-passed,2/1/23,1,E. flavifrons,Hamill,7
3050,3050,1834,DW020,12,4.59,3.45,Capsicum annuum,Gut-passed,2/1/23,1,E. flavifrons,Hamill,7
3051,3051,1835,DW020,3,11.18,4.48,Cucumis melo var. cantalupensis,Gut-passed,NA,0,E. flavifrons,Hamill,NA
3052,3052,1836,DW022,3,10.96,4.86,Cucumis melo var. cantalupensis,"Gut-passed, Washed",2/22/23,1,E. flavifrons,Hamill,28
3053,3053,1837,DW022,4,4.45,4.64,Capsicum annuum,"Gut-passed, Washed",2/4/23,1,E. flavifrons,Hamill,10
3054,3054,1838,DW022,5,4.02,4.12,Capsicum annuum,"Gut-passed, Washed",2/4/23,1,E. flavifrons,Hamill,10
3055,3055,1839,DW022,9,4.03,3.96,Capsicum annuum,"Gut-passed, Washed",2/4/23,1,E. flavifrons,Hamill,10
3056,3056,1840,DW022,1,10.25,4.39,Cucumis melo var. cantalupensis,"Gut-passed, Washed",2/1/23,1,E. flavifrons,Hamill,7
3057,3057,1841,DW022,6,4.86,4.66,Capsicum annuum,"Gut-passed, Washed",2/1/23,1,E. flavifrons,Hamill,7
3058,3058,1842,DW022,7,4.26,4.33,Capsicum annuum,"Gut-passed, Washed",2/1/23,1,E. flavifrons,Hamill,7
3059,3059,1843,DW022,8,4.78,4.57,Capsicum annuum,"Gut-passed, Washed",2/1/23,1,E. flavifrons,Hamill,7
3060,3060,1844,DW022,10,4.33,3.74,Capsicum annuum,"Gut-passed, Washed",2/1/23,1,E. flavifrons,Hamill,7
3061,3061,1845,DW022,11,4.28,3.5,Capsicum annuum,"Gut-passed, Washed",2/1/23,1,E. flavifrons,Hamill,7
3062,3062,1846,DW022,2,10.25,4.23,Cucumis melo var. cantalupensis,"Gut-passed, Washed",NA,0,E. flavifrons,Hamill,NA
3063,3063,1847,DW022,12,4.06,3.07,Solanum lycopersicum,"Gut-passed, Washed",NA,0,E. flavifrons,Hamill,NA
3064,3064,1848,DW023,1,4.36,3.63,Capsicum annuum,Gut-passed,2/1/23,1,E. flavifrons,Hamill,7
3065,3065,1849,DW023,2,4.65,4.86,Solanum lycopersicum,Gut-passed,NA,0,E. flavifrons,Hamill,NA
3066,3066,1850,DW023,3,4.99,3.14,Solanum lycopersicum,Gut-passed,NA,0,E. flavifrons,Hamill,NA
3067,3067,1851,DW024,4,9.48,4.03,Cucumis melo var. cantalupensis,"Gut-passed, Washed",6/9/23,0,E. flavifrons,Gellar,135
3068,3068,1852,DW024,5,4.63,3.89,Capsicum annuum,"Gut-passed, Washed",2/4/23,1,E. flavifrons,Gellar,10
3069,3069,1853,DW024,6,5.1,4.12,Capsicum annuum,"Gut-passed, Washed",2/4/23,1,E. flavifrons,Gellar,10
3070,3070,1854,DW024,7,4.48,4.17,Capsicum annuum,"Gut-passed, Washed",2/4/23,1,E. flavifrons,Gellar,10
3071,3071,1855,DW024,8,4.72,3.83,Capsicum annuum,"Gut-passed, Washed",2/4/23,1,E. flavifrons,Gellar,10
3072,3072,1856,DW024,2,10.53,4.65,Cucumis melo var. cantalupensis,"Gut-passed, Washed",2/1/23,1,E. flavifrons,Gellar,7
3073,3073,1857,DW024,1,10.17,4.42,Cucumis melo var. cantalupensis,"Gut-passed, Washed",NA,0,E. flavifrons,Gellar,NA
3074,3074,1858,DW024,3,10.05,4.19,Cucumis melo var. cantalupensis,"Gut-passed, Washed",NA,0,E. flavifrons,Gellar,NA
3075,3075,1932,DW030,21,2.73,1.32,Actinidia deliciosa,Gut-passed,3/3/23,1,E. flavifrons,Hamill,37
3076,3076,1933,DW030,2,8.63,4.44,Cucumis melo var. cantalupensis,Gut-passed,2/17/23,1,E. flavifrons,Hamill,23
3077,3077,1934,DW030,16,3.77,2.88,Solanum lycopersicum,Gut-passed,2/15/23,1,E. flavifrons,Hamill,21
3078,3078,1935,DW030,17,3.89,2.57,Solanum lycopersicum,Gut-passed,2/15/23,1,E. flavifrons,Hamill,21
3079,3079,1936,DW030,8,4.69,3.92,Capsicum annuum,Gut-passed,2/4/23,1,E. flavifrons,Hamill,10
3080,3080,1937,DW030,12,4.4,4.04,Capsicum annuum,Gut-passed,2/4/23,1,E. flavifrons,Hamill,10
3081,3081,1938,DW030,14,4.41,3.79,Capsicum annuum,Gut-passed,2/4/23,1,E. flavifrons,Hamill,10
3082,3082,1939,DW030,3,10.27,4.71,Cucumis melo var. cantalupensis,Gut-passed,2/1/23,1,E. flavifrons,Hamill,7
3083,3083,1940,DW030,6,10.48,4.43,Cucumis melo var. cantalupensis,Gut-passed,2/1/23,1,E. flavifrons,Hamill,7
3084,3084,1941,DW030,7,9.79,4.33,Capsicum annuum,Gut-passed,2/1/23,1,E. flavifrons,Hamill,7
3085,3085,1942,DW030,11,4.28,3.54,Capsicum annuum,Gut-passed,2/1/23,1,E. flavifrons,Hamill,7
3086,3086,1943,DW030,1,10.38,4.54,Cucumis melo var. cantalupensis,Gut-passed,NA,0,E. flavifrons,Hamill,NA
3087,3087,1944,DW030,4,9.72,4.28,Cucumis melo var. cantalupensis,Gut-passed,NA,0,E. flavifrons,Hamill,NA
3088,3088,1945,DW030,5,9.28,4.31,Cucumis melo var. cantalupensis,Gut-passed,NA,0,E. flavifrons,Hamill,NA
3089,3089,1946,DW030,9,4.66,3.89,Capsicum annuum,Gut-passed,NA,0,E. flavifrons,Hamill,NA
3090,3090,1947,DW030,10,4.98,4.24,Capsicum annuum,Gut-passed,NA,0,E. flavifrons,Hamill,NA
3091,3091,1948,DW030,13,4.72,3.94,Capsicum annuum,Gut-passed,NA,0,E. flavifrons,Hamill,NA
3092,3092,1949,DW030,15,4.14,3.97,Capsicum annuum,Gut-passed,NA,0,E. flavifrons,Hamill,NA
3093,3093,1950,DW030,18,2.28,1.23,Actinidia deliciosa,Gut-passed,NA,0,E. flavifrons,Hamill,NA
3094,3094,1951,DW030,19,2.64,1.33,Actinidia deliciosa,Gut-passed,NA,0,E. flavifrons,Hamill,NA
3095,3095,1952,DW030,20,2.38,1.25,Actinidia deliciosa,Gut-passed,NA,0,E. flavifrons,Hamill,NA
3096,3096,166,AM031,10,10.83,4.63,Cucumis melo var. cantalupensis,Gut-passed,4/7/23,1,E. flavifrons,Hamill,72
3097,3097,167,AM031,1,10.35,4.46,Cucumis melo var. cantalupensis,Gut-passed,2/15/23,1,E. flavifrons,Hamill,21
3098,3098,168,AM031,6,11.09,4.36,Cucumis melo var. cantalupensis,Gut-passed,2/1/23,1,E. flavifrons,Hamill,7
3099,3099,169,AM031,8,10.55,4.54,Cucumis melo var. cantalupensis,Gut-passed,2/1/23,1,E. flavifrons,Hamill,7
3100,3100,170,AM031,13,10.51,4.38,Cucumis melo var. cantalupensis,Gut-passed,2/1/23,1,E. flavifrons,Hamill,7
3101,3101,171,AM031,2,9.56,4.14,Cucumis melo var. cantalupensis,Gut-passed,NA,0,E. flavifrons,Hamill,NA
3102,3102,172,AM031,3,9.68,4.4,Cucumis melo var. cantalupensis,Gut-passed,NA,0,E. flavifrons,Hamill,NA
3103,3103,173,AM031,4,10.41,4.32,Cucumis melo var. cantalupensis,Gut-passed,NA,0,E. flavifrons,Hamill,NA
3104,3104,174,AM031,5,9.88,4.05,Cucumis melo var. cantalupensis,Gut-passed,NA,0,E. flavifrons,Hamill,NA
3105,3105,175,AM031,7,10.17,4.3,Cucumis melo var. cantalupensis,Gut-passed,NA,0,E. flavifrons,Hamill,NA
3106,3106,176,AM031,9,10.01,4.23,Cucumis melo var. cantalupensis,Gut-passed,NA,0,E. flavifrons,Hamill,NA
3107,3107,177,AM031,11,10.43,4.63,Cucumis melo var. cantalupensis,Gut-passed,NA,0,E. flavifrons,Hamill,NA
3108,3108,178,AM031,12,10.38,4.53,Cucumis melo var. cantalupensis,Gut-passed,NA,0,E. flavifrons,Hamill,NA
3109,3109,179,AM031,11,2.35,1.27,Actinidia deliciosa,Gut-passed,2/15/23,1,E. flavifrons,Hamill,21
3110,3110,180,AM031,12,2.8,1.74,Actinidia deliciosa,Gut-passed,2/4/23,1,E. flavifrons,Hamill,10
3111,3111,181,AM031,13,2.47,1.36,Actinidia deliciosa,Gut-passed,2/4/23,1,E. flavifrons,Hamill,10
3112,3112,182,AM031,14,2.5,1.63,Actinidia deliciosa,Gut-passed,2/4/23,1,E. flavifrons,Hamill,10
3113,3113,183,AM031,15,2.6,1.31,Actinidia deliciosa,Gut-passed,2/4/23,1,E. flavifrons,Hamill,10
3114,3114,184,AM031,16,2.46,1.42,Actinidia deliciosa,Gut-passed,2/4/23,1,E. flavifrons,Hamill,10
3115,3115,185,AM031,17,2.6,1.73,Actinidia deliciosa,Gut-passed,2/4/23,1,E. flavifrons,Hamill,10
3116,3116,186,AM031,18,4.7,3.83,Capsicum annuum,Gut-passed,2/4/23,1,E. flavifrons,Hamill,10
3117,3117,187,AM031,21,4.67,3.8,Capsicum annuum,Gut-passed,2/4/23,1,E. flavifrons,Hamill,10
3118,3118,188,AM031,23,4.22,3.55,Capsicum annuum,Gut-passed,2/4/23,1,E. flavifrons,Hamill,10
3119,3119,189,AM031,24,4.8,3.86,Capsicum annuum,Gut-passed,2/4/23,1,E. flavifrons,Hamill,10
3120,3120,190,AM031,25,4.52,3.65,Capsicum annuum,Gut-passed,2/4/23,1,E. flavifrons,Hamill,10
3121,3121,191,AM031,1,2.41,1.67,Actinidia deliciosa,Gut-passed,NA,0,E. flavifrons,Hamill,NA
3122,3122,192,AM031,2,2.33,1.52,Actinidia deliciosa,Gut-passed,NA,0,E. flavifrons,Hamill,NA
3123,3123,193,AM031,3,2.1,1.65,Actinidia deliciosa,Gut-passed,NA,0,E. flavifrons,Hamill,NA
3124,3124,194,AM031,4,2.47,1.48,Actinidia deliciosa,Gut-passed,NA,0,E. flavifrons,Hamill,NA
3125,3125,195,AM031,5,2.48,1.49,Actinidia deliciosa,Gut-passed,NA,0,E. flavifrons,Hamill,NA
3126,3126,196,AM031,6,2.53,1.45,Actinidia deliciosa,Gut-passed,NA,0,E. flavifrons,Hamill,NA
3127,3127,197,AM031,7,2.62,1.6,Actinidia deliciosa,Gut-passed,NA,0,E. flavifrons,Hamill,NA
3128,3128,198,AM031,8,2.08,1.76,Actinidia deliciosa,Gut-passed,NA,0,E. flavifrons,Hamill,NA
3129,3129,199,AM031,9,2.59,1.21,Actinidia deliciosa,Gut-passed,NA,0,E. flavifrons,Hamill,NA
3130,3130,200,AM031,10,2.27,1.25,Actinidia deliciosa,Gut-passed,NA,0,E. flavifrons,Hamill,NA
3131,3131,201,AM031,19,4.58,3.75,Capsicum annuum,Gut-passed,NA,0,E. flavifrons,Hamill,NA
3132,3132,202,AM031,20,4.14,3.42,Capsicum annuum,Gut-passed,NA,0,E. flavifrons,Hamill,NA
3133,3133,203,AM031,22,4.7,3.88,Capsicum annuum,Gut-passed,NA,0,E. flavifrons,Hamill,NA
3134,3134,204,AM032,4,11.05,4.48,Cucumis melo var. cantalupensis,"Gut-passed, Washed",2/1/23,1,E. flavifrons,Gellar,7
3135,3135,205,AM032,6,9.99,4.55,Cucumis melo var. cantalupensis,"Gut-passed, Washed",2/1/23,1,E. flavifrons,Gellar,7
3136,3136,206,AM032,11,9.9,4.21,Cucumis melo var. cantalupensis,"Gut-passed, Washed",2/1/23,1,E. flavifrons,Gellar,7
3137,3137,207,AM032,13,10.57,4.74,Cucumis melo var. cantalupensis,"Gut-passed, Washed",2/1/23,1,E. flavifrons,Gellar,7
3138,3138,208,AM032,1,10.59,4.4,Cucumis melo var. cantalupensis,"Gut-passed, Washed",NA,0,E. flavifrons,Gellar,NA
3139,3139,209,AM032,2,10.46,4.44,Cucumis melo var. cantalupensis,"Gut-passed, Washed",NA,0,E. flavifrons,Gellar,NA
3140,3140,210,AM032,3,10.28,4.18,Cucumis melo var. cantalupensis,"Gut-passed, Washed",NA,0,E. flavifrons,Gellar,NA
3141,3141,211,AM032,5,10.01,4.39,Cucumis melo var. cantalupensis,"Gut-passed, Washed",NA,0,E. flavifrons,Gellar,NA
3142,3142,212,AM032,7,10.44,4.33,Cucumis melo var. cantalupensis,"Gut-passed, Washed",NA,0,E. flavifrons,Gellar,NA
3143,3143,213,AM032,8,10.06,4.41,Cucumis melo var. cantalupensis,"Gut-passed, Washed",NA,0,E. flavifrons,Gellar,NA
3144,3144,214,AM032,9,9.12,3.85,Cucumis melo var. cantalupensis,"Gut-passed, Washed",NA,0,E. flavifrons,Gellar,NA
3145,3145,215,AM032,10,10.73,4.74,Cucumis melo var. cantalupensis,"Gut-passed, Washed",NA,0,E. flavifrons,Gellar,NA
3146,3146,216,AM032,12,10.06,4.27,Cucumis melo var. cantalupensis,"Gut-passed, Washed",NA,0,E. flavifrons,Gellar,NA
3147,3147,217,AM032,16,2.29,1.36,Actinidia deliciosa,"Gut-passed, Washed",2/8/23,1,E. flavifrons,Gellar,14
3148,3148,218,AM032,10,4.2,3.75,Capsicum annuum,"Gut-passed, Washed",2/4/23,1,E. flavifrons,Gellar,10
3149,3149,219,AM032,1,4.64,3.73,Capsicum annuum,"Gut-passed, Washed",2/1/23,1,E. flavifrons,Gellar,7
3150,3150,220,AM032,2,4.63,3.97,Capsicum annuum,"Gut-passed, Washed",2/1/23,1,E. flavifrons,Gellar,7
3151,3151,221,AM032,3,5.04,4.03,Capsicum annuum,"Gut-passed, Washed",2/1/23,1,E. flavifrons,Gellar,7
3152,3152,222,AM032,4,4.27,3.56,Capsicum annuum,"Gut-passed, Washed",2/1/23,1,E. flavifrons,Gellar,7
3153,3153,223,AM032,5,4.3,3.51,Capsicum annuum,"Gut-passed, Washed",2/1/23,1,E. flavifrons,Gellar,7
3154,3154,224,AM032,6,4.01,3.5,Capsicum annuum,"Gut-passed, Washed",2/1/23,1,E. flavifrons,Gellar,7
3155,3155,225,AM032,7,4.26,3.65,Capsicum annuum,"Gut-passed, Washed",2/1/23,1,E. flavifrons,Gellar,7
3156,3156,226,AM032,8,4.09,3.59,Capsicum annuum,"Gut-passed, Washed",2/1/23,1,E. flavifrons,Gellar,7
3157,3157,227,AM032,11,4.31,3.51,Capsicum annuum,"Gut-passed, Washed",2/1/23,1,E. flavifrons,Gellar,7
3158,3158,228,AM032,12,4.94,4.29,Capsicum annuum,"Gut-passed, Washed",2/1/23,1,E. flavifrons,Gellar,7
3159,3159,229,AM032,9,4.5,3.96,Capsicum annuum,"Gut-passed, Washed",NA,0,E. flavifrons,Gellar,NA
3160,3160,230,AM032,13,2.25,1.43,Actinidia deliciosa,"Gut-passed, Washed",NA,0,E. flavifrons,Gellar,NA
3161,3161,231,AM032,14,2.2,1.48,Actinidia deliciosa,"Gut-passed, Washed",NA,0,E. flavifrons,Gellar,NA
3162,3162,232,AM032,15,2.23,1.37,Actinidia deliciosa,"Gut-passed, Washed",NA,0,E. flavifrons,Gellar,NA
3163,3163,233,AM032,17,2.58,1.45,Actinidia deliciosa,"Gut-passed, Washed",NA,0,E. flavifrons,Gellar,NA
3164,3164,234,AM032,18,2.03,1.32,Actinidia deliciosa,"Gut-passed, Washed",NA,0,E. flavifrons,Gellar,NA
3165,3165,5767,AM204,1,10.24,4.32,Cucumis melo var. cantalupensis,Gut-passed,NA,0,L. catta,Narcissa,NA
3166,3166,5768,AM204,2,4.65,3.82,Capsicum annuum,Gut-passed,8/30/23,1,L. catta,Narcissa,22
3167,3167,5769,AM204,3,4.42,3.88,Capsicum annuum,Gut-passed,8/30/23,1,L. catta,Narcissa,22
