"","Lemur","Plante","L","Treatment","Control","Germination","Sex","Date","GerminationDate","Time"
"823","Control","Cryptocaria",21.3,"Control","1",0,"",2023-11-08,NA,NA
"824","Control","Cryptocaria",19.08,"Control","1",0,"",2023-11-08,NA,NA
"825","Control","Cryptocaria",18.22,"Control","1",0,"",2023-11-08,NA,NA
"826","Control","Cryptocaria",18.44,"Control","1",0,"",2023-11-08,NA,NA
"827","Control","Cryptocaria",17.68,"Control","1",0,"",2023-11-08,NA,NA
"828","Control","Cryptocaria",16.07,"Control","1",0,"",2023-11-08,NA,NA
"829","Control","Cryptocaria",16.78,"Control","1",0,"",2023-11-08,NA,NA
"830","Control","Cryptocaria",16.04,"Control","1",0,"",2023-11-08,NA,NA
"831","Control","Cryptocaria",13.99,"Control","1",0,"",2023-11-08,NA,NA
"832","Control","Cryptocaria",28.13,"Control, Washed","1",0,"",2023-11-08,NA,NA
"833","Control","Cryptocaria",29.69,"Control, Washed","1",0,"",2023-11-08,NA,NA
"834","Control","Cryptocaria",26.73,"Control, Washed","1",0,"",2023-11-08,NA,NA
"835","Control","Cryptocaria",26.44,"Control, Washed","1",0,"",2023-11-08,NA,NA
"836","Control","Cryptocaria",28.18,"Control, Washed","1",0,"",2023-11-08,NA,NA
"837","Control","Cryptocaria",27.26,"Control, Washed","1",0,"",2023-11-08,NA,NA
"838","Control","Cryptocaria",24.52,"Control, Washed","1",0,"",2023-11-08,NA,NA
"839","Control","Cryptocaria",27.76,"Control, Washed","1",0,"",2023-11-08,NA,NA
"840",NA,"Cryptocaria",15.64,"Gut Passed, Washed","0",0,"",2023-11-09,NA,NA
"841","Eulemur rubriventer","Cryptocaria",14.89,"Gut Passed, Unwashed","0",0,"F",2023-11-09,NA,NA
"842","Eulemur rubriventer","Cryptocaria",14.28,"Gut Passed, Unwashed","0",0,"F",2023-11-09,NA,NA
"843","Eulemur rubriventer","Pandanus",15.95,"Gut Passed, Washed","0",0,"",2023-11-09,NA,NA
"844",NA,"Cryptocaria",23.97,"Gut Passed, Washed","0",1,"",2023-11-09,2023-11-14,5
"845",NA,"Cryptocaria",24.9,"Gut Passed, Washed","0",1,"",2023-11-09,2023-11-17,8
"846",NA,"Cryptocaria",25.2,"Gut Passed, Washed","0",1,"",2023-11-09,2023-11-17,8
"847",NA,"Cryptocaria",25.37,"Gut Passed, Washed","0",1,"",2023-11-09,2023-11-17,8
"848",NA,"Cryptocaria",26.14,"Gut Passed, Washed","0",1,"",2023-11-09,2023-11-29,20
"849",NA,"Cryptocaria",25.58,"Gut Passed, Washed","0",1,"",2023-11-09,2023-11-29,20
"850",NA,"Cryptocaria",17.74,"Gut Passed, Unwashed","0",0,"",2023-11-09,NA,NA
"851",NA,"Cryptocaria",16.85,"Gut Passed, Unwashed","0",0,"",2023-11-09,NA,NA
"852",NA,"Cryptocaria",25.32,"Gut Passed, Unwashed","0",1,"",2023-11-10,2023-11-11,1
"853",NA,"Cryptocaria",2.06,"Gut Passed, Unwashed","0",1,"",2023-11-10,2023-11-20,10
"854",NA,"Cryptocaria",20.09,"Gut Passed, Unwashed","0",1,"",2023-11-10,2023-11-20,10
"855",NA,"Cryptocaria",21.77,"Gut Passed, Unwashed","0",1,"",2023-11-10,2023-11-14,4
"856",NA,"Cryptocaria",16.7,"Gut Passed, Unwashed","0",1,"",2023-11-10,2023-11-14,4
"857",NA,"Cryptocaria",19.32,"Gut Passed, Unwashed","0",0,"",2023-11-10,NA,NA
"858",NA,"Cryptocaria",19.05,"Gut Passed, Unwashed","0",0,"",2023-11-10,NA,NA
"859",NA,"Cryptocaria",18.45,"Gut Passed, Unwashed","0",0,"",2023-11-10,NA,NA
"860",NA,"Cryptocaria",15.41,"Gut Passed, Unwashed","0",0,"",2023-11-10,NA,NA
"861",NA,"Cryptocaria",19.84,"Gut Passed, Washed","0",1,"",2023-11-10,2023-11-29,19
"862",NA,"Cryptocaria",18.53,"Gut Passed, Washed","0",0,"",2023-11-10,NA,NA
"863",NA,"Cryptocaria",15.51,"Gut Passed, Washed","0",0,"",2023-11-10,NA,NA
"864",NA,"Cryptocaria",14,"Gut Passed, Washed","0",0,"",2023-11-10,NA,NA
"865",NA,"Cryptocaria",17.18,"Gut Passed, Washed","0",1,"",2023-11-13,2023-11-20,7
"866",NA,"Cryptocaria",20.96,"Gut Passed, Washed","0",0,"",2023-11-13,NA,NA
"867",NA,"Cryptocaria",19.1,"Gut Passed, Washed","0",0,"",2023-11-13,NA,NA
"868",NA,"Cryptocaria",17.28,"Gut Passed, Washed","0",0,"",2023-11-13,NA,NA
"869",NA,"Cryptocaria",18.89,"Gut Passed, Washed","0",0,"",2023-11-13,NA,NA
"870",NA,"Pandanus",19.87,"Gut Passed, Unwashed","0",0,"",2023-11-14,NA,NA
"871",NA,"Cryptocaria",29.91,"Gut Passed, Unwashed","0",1,"",2023-11-14,2023-11-26,12
"872","Eulemur rubriventer","Pandanus",16.54,"Gut Passed, Unwashed","0",0,"M",2023-11-22,NA,NA
"873","Eulemur rubriventer","Pandanus",17.07,"Gut Passed, Unwashed","0",0,"M",2023-11-22,NA,NA
"874","Eulemur rubriventer","Pandanus",16.45,"Gut Passed, Unwashed","0",0,"M",2023-11-22,NA,NA
"875","Eulemur rubriventer","Pandanus",15.75,"Gut Passed, Unwashed","0",0,"M",2023-11-22,NA,NA
"876","Eulemur rubriventer","Pandanus",17.87,"Gut Passed, Unwashed","0",0,"M",2023-11-22,NA,NA
"877","Eulemur rubriventer","Pandanus",16.59,"Gut Passed, Washed","0",0,"F",2023-11-22,NA,NA
"878","Eulemur rubriventer","Pandanus",14.83,"Gut Passed, Washed","0",0,"F",2023-11-22,NA,NA
"879","Eulemur rubriventer","Pandanus",15.74,"Gut Passed, Washed","0",0,"F",2023-11-22,NA,NA
"880","Eulemur rubriventer","Pandanus",14.34,"Gut Passed, Unwashed","0",0,"",2023-11-22,NA,NA
"881","Eulemur rubriventer","Pandanus",15.75,"Gut Passed, Unwashed","0",0,"",2023-11-22,NA,NA
"882","Eulemur rubriventer","Pandanus",13.9,"Gut Passed, Unwashed","0",0,"",2023-11-22,NA,NA
"883","Eulemur rubriventer","Pandanus",12.67,"Gut Passed, Unwashed","0",0,"",2023-11-22,NA,NA
"884","Eulemur rubriventer","Pandanus",12.12,"Gut Passed, Unwashed","0",0,"",2023-11-22,NA,NA
"885","Eulemur rubriventer","Pandanus",11.55,"Gut Passed, Unwashed","0",0,"",2023-11-22,NA,NA
"886","Eulemur rubriventer","Pandanus",13.22,"Gut Passed, Unwashed","0",0,"",2023-11-22,NA,NA
"887","Eulemur rubriventer","Pandanus",14.08,"Gut Passed, Unwashed","0",0,"",2023-11-22,NA,NA
"888","Eulemur rubriventer","Pandanus",11.96,"Gut Passed, Unwashed","0",0,"",2023-11-22,NA,NA
"889",NA,"Cryptocaria",15.95,"Gut Passed, Washed","0",0,"",2023-11-22,NA,NA
"890",NA,"Cryptocaria",17.6,"Gut Passed, Washed","0",0,"",2023-11-22,NA,NA
"891",NA,"Pandanus",11.92,"Gut Passed, Unwashed","0",0,"",2023-11-22,NA,NA
"892",NA,"Cryptocaria",21.33,"Gut Passed, Washed","0",0,"",2023-11-22,NA,NA
"893",NA,"Cryptocaria",18.31,"Gut Passed, Washed","0",0,"",2023-11-22,NA,NA
"894",NA,"Cryptocaria",14.87,"Gut Passed, Washed","0",0,"",2023-11-22,NA,NA
"895",NA,"Cryptocaria",16.32,"Gut Passed, Washed","0",0,"",2023-11-24,NA,NA
"896",NA,"Cryptocaria",15.31,"Gut Passed, Washed","0",1,"",2023-11-24,2023-12-17,23
"897",NA,"Pandanus",14.94,"Gut Passed, Unwashed","0",0,"",2023-11-24,NA,NA
"898",NA,"Pandanus",10.98,"Gut Passed, Unwashed","0",0,"",2023-11-24,NA,NA
"899",NA,"Cryptocaria",14.9,"Gut Passed, Washed","0",0,"",2023-11-24,NA,NA
"900",NA,"Cryptocaria",26.84,"Gut Passed, Unwashed","0",0,"",2023-11-24,NA,NA
"901",NA,"Cryptocaria",20.05,"Gut Passed, Unwashed","0",0,"",2023-11-24,NA,NA
"902",NA,"Cryptocaria",20.12,"Gut Passed, Unwashed","0",0,"",2023-11-24,NA,NA
"903",NA,"Cryptocaria",17.26,"Gut Passed, Unwashed","0",0,"",2023-11-24,NA,NA
"904",NA,"Cryptocaria",17.53,"Gut Passed, Unwashed","0",0,"",2023-11-24,NA,NA
"905",NA,"Cryptocaria",17.63,"Gut Passed, Unwashed","0",0,"",2023-11-24,NA,NA
"906",NA,"Cryptocaria",17.75,"Gut Passed, Unwashed","0",0,"",2023-11-24,NA,NA
"907",NA,"Cryptocaria",17.11,"Gut Passed, Unwashed","0",0,"",2023-11-24,NA,NA
"908",NA,"Cryptocaria",17.52,"Gut Passed, Unwashed","0",0,"",2023-11-24,NA,NA
"909",NA,"Cryptocaria",14.93,"Gut Passed, Unwashed","0",0,"",2023-11-24,NA,NA
"910",NA,"Cryptocaria",15.61,"Gut Passed, Unwashed","0",0,"",2023-11-24,NA,NA
"911",NA,"Cryptocaria",14.93,"Gut Passed, Unwashed","0",0,"",2023-11-24,NA,NA
"912",NA,"Cryptocaria",16.61,"Gut Passed, Unwashed","0",0,"",2023-11-24,NA,NA
"913",NA,"Cryptocaria",13.41,"Gut Passed, Unwashed","0",0,"",2023-11-24,NA,NA
"914",NA,"Cryptocaria",16.54,"Gut Passed, Unwashed","0",0,"",2023-11-24,NA,NA
"915",NA,"Cryptocaria",13.6,"Gut Passed, Unwashed","0",0,"",2023-11-24,NA,NA
"916",NA,"Cryptocaria",14.41,"Gut Passed, Unwashed","0",0,"",2023-11-24,NA,NA
"917",NA,"Cryptocaria",13.66,"Gut Passed, Unwashed","0",1,"",2023-11-24,2023-12-11,17
"918",NA,"Cryptocaria",15.65,"Gut Passed, Unwashed","0",0,"",2023-11-24,NA,NA
"919",NA,"Cryptocaria",17.43,"Gut Passed, Washed","0",0,"",2023-11-24,NA,NA
"920",NA,"Cryptocaria",18.53,"Gut Passed, Washed","0",0,"",2023-11-24,NA,NA
"921",NA,"Cryptocaria",17.69,"Gut Passed, Washed","0",0,"",2023-11-24,NA,NA
"922",NA,"Cryptocaria",17.08,"Gut Passed, Washed","0",0,"",2023-11-24,NA,NA
"923",NA,"Cryptocaria",18.89,"Gut Passed, Washed","0",0,"",2023-11-24,NA,NA
"924",NA,"Cryptocaria",17.74,"Gut Passed, Washed","0",0,"",2023-11-24,NA,NA
"925",NA,"Cryptocaria",14.4,"Gut Passed, Washed","0",0,"",2023-11-24,NA,NA
"926",NA,"Cryptocaria",15.55,"Gut Passed, Washed","0",0,"",2023-11-24,NA,NA
"927",NA,"Cryptocaria",14.7,"Gut Passed, Washed","0",0,"",2023-11-24,NA,NA
"928",NA,"Cryptocaria",13.22,"Gut Passed, Washed","0",0,"",2023-11-24,NA,NA
"929",NA,"Cryptocaria",16.35,"Gut Passed, Washed","0",0,"",2023-11-24,NA,NA
"930",NA,"Cryptocaria",15.87,"Gut Passed, Washed","0",0,"",2023-11-24,NA,NA
"931",NA,"Cryptocaria",16.45,"Gut Passed, Washed","0",0,"",2023-11-24,NA,NA
"932",NA,"Cryptocaria",13.78,"Gut Passed, Washed","0",0,"",2023-11-24,NA,NA
"933",NA,"Cryptocaria",14.72,"Gut Passed, Washed","0",0,"",2023-11-24,NA,NA
"934",NA,"Cryptocaria",13.48,"Gut Passed, Washed","0",0,"",2023-11-24,NA,NA
"935",NA,"Cryptocaria",16.69,"Gut Passed, Washed","0",0,"",2023-11-24,NA,NA
"936",NA,"Cryptocaria",14.02,"Gut Passed, Washed","0",0,"",2023-11-24,NA,NA
"937",NA,"Cryptocaria",14.21,"Gut Passed, Washed","0",0,"",2023-11-24,NA,NA
"938",NA,"Cryptocaria",15.03,"Gut Passed, Washed","0",0,"",2023-11-24,NA,NA
"939",NA,"Cryptocaria",13.68,"Gut Passed, Washed","0",0,"",2023-11-24,NA,NA
"940",NA,"Cryptocaria",13.49,"Gut Passed, Washed","0",0,"",2023-11-24,NA,NA
"941",NA,"Cryptocaria",19.49,"Gut Passed, Unwashed","0",0,"",2023-11-27,NA,NA
"942",NA,"Cryptocaria",19.28,"Gut Passed, Unwashed","0",0,"",2023-11-27,NA,NA
"943",NA,"Cryptocaria",15.5,"Gut Passed, Unwashed","0",0,"",2023-11-27,NA,NA
"944",NA,"Cryptocaria",15.62,"Gut Passed, Unwashed","0",0,"",2023-11-27,NA,NA
"945",NA,"Cryptocaria",15.54,"Gut Passed, Unwashed","0",0,"",2023-11-27,NA,NA
"946",NA,"Pandanus",13.06,"Gut Passed, Washed","0",0,"",2023-11-27,NA,NA
"947","Control","Cryptocaria",21.24,"Control, Washed","1",0,"",2023-11-27,NA,NA
"948","Control","Cryptocaria",19.22,"Control, Washed","1",0,"",2023-11-27,NA,NA
"949","Control","Cryptocaria",18.11,"Control, Washed","1",0,"",2023-11-27,NA,NA
"950","Control","Cryptocaria",16.69,"Control, Washed","1",0,"",2023-11-27,NA,NA
"951","Control","Cryptocaria",15.53,"Control, Washed","1",0,"",2023-11-27,NA,NA
"952","Control","Cryptocaria",14.73,"Control, Washed","1",0,"",2023-11-27,NA,NA
"953","Control","Cryptocaria",14.05,"Control, Washed","1",0,"",2023-11-27,NA,NA
"954","Eulemur rubriventer","Adina",15.82,"Gut Passed, Unwashed","0",1,"M",2023-11-28,2024-01-10,43
"955",NA,"Adina",16.16,"Gut Passed, Washed","0",1,"",2023-11-28,2024-02-03,67
"956",NA,"Adina",16.9,"Gut Passed, Washed","0",1,"",2023-11-28,2023-12-17,19
"957",NA,"Adina",17.06,"Gut Passed, Washed","0",1,"",2023-11-28,2024-01-07,40
"958",NA,"Adina",15.72,"Gut Passed, Washed","0",1,"",2023-11-28,2023-12-29,31
"959",NA,"Adina",15.97,"Gut Passed, Washed","0",1,"",2023-11-28,2023-12-26,28
"960",NA,"Adina",16.46,"Gut Passed, Washed","0",1,"",2023-11-28,2024-01-07,40
"961",NA,"Adina",14.78,"Gut Passed, Washed","0",0,"",2023-11-28,NA,NA
"962",NA,"Adina",17.46,"Gut Passed, Unwashed","0",0,"",2023-11-28,NA,NA
"963",NA,"Adina",15.05,"Gut Passed, Unwashed","0",0,"",2023-11-28,NA,NA
"964",NA,"Adina",16.37,"Gut Passed, Unwashed","0",1,"",2023-11-28,2024-01-01,34
"965",NA,"Adina",15.95,"Gut Passed, Unwashed","0",0,"",2023-11-28,NA,NA
"966",NA,"Adina",14.92,"Gut Passed, Unwashed","0",1,"",2023-11-28,2023-12-26,28
"967",NA,"Adina",16.84,"Gut Passed, Unwashed","0",0,"",2023-11-28,NA,NA
"968",NA,"Adina",14.83,"Gut Passed, Unwashed","0",0,"",2023-11-28,NA,NA
"969",NA,"Adina",13.77,"Gut Passed, Unwashed","0",0,"",2023-11-28,NA,NA
"970",NA,"Adina",13.49,"Gut Passed, Unwashed","0",1,"",2023-11-28,2024-01-04,37
"971",NA,"Adina",12.46,"Gut Passed, Unwashed","0",0,"",2023-11-28,NA,NA
"972",NA,"Adina",12.24,"Gut Passed, Unwashed","0",1,"",2023-11-28,2024-01-01,34
"973",NA,"Adina",13.15,"Gut Passed, Unwashed","0",1,"",2023-11-28,2023-12-23,25
"974",NA,"Adina",12.79,"Gut Passed, Unwashed","0",1,"",2023-11-28,2024-01-07,40
"975",NA,"Adina",16.36,"Gut Passed, Unwashed","0",0,"",2023-11-28,NA,NA
"976","Control","Adina",18.46,"Control, Washed","1",1,"",2023-11-28,2024-01-31,64
"977","Control","Adina",15.25,"Control, Washed","1",0,"",2023-11-28,NA,NA
"978","Control","Adina",14.44,"Control, Washed","1",0,"",2023-11-28,NA,NA
"979","Control","Adina",15.25,"Control, Washed","1",0,"",2023-11-28,NA,NA
"980",NA,"Cryptocaria",16.7,"Gut Passed, Unwashed","0",0,"",2023-11-29,NA,NA
"981",NA,"Cryptocaria",15.83,"Gut Passed, Unwashed","0",0,"",2023-11-29,NA,NA
"982",NA,"Cryptocaria",14.63,"Gut Passed, Unwashed","0",0,"",2023-11-29,NA,NA
"983",NA,"Cryptocaria",12.78,"Gut Passed, Unwashed","0",0,"",2023-11-29,NA,NA
"984","Eulemur rubriventer","Pandanus",14.48,"Gut Passed, Washed","0",0,"M",2023-11-29,NA,NA
"985","Eulemur rubriventer","Pandanus",11.66,"Gut Passed, Washed","0",0,"M",2023-11-29,NA,NA
"986","Eulemur rubriventer","Pandanus",18.47,"Gut Passed, Unwashed","0",0,"M",2023-11-29,NA,NA
"987","Eulemur rubriventer","Pandanus",14.68,"Gut Passed, Unwashed","0",0,"M",2023-11-29,NA,NA
"988","Eulemur rubriventer","Pandanus",12.7,"Gut Passed, Unwashed","0",0,"M",2023-11-29,NA,NA
"989","Eulemur rubriventer","Pandanus",10.68,"Gut Passed, Unwashed","0",0,"M",2023-11-29,NA,NA
"990","Eulemur rubriventer","Pandanus",10.6,"Gut Passed, Unwashed","0",0,"M",2023-11-29,NA,NA
"991","Eulemur rubriventer","Pandanus",14,"Gut Passed, Unwashed","0",0,"F",2023-11-29,NA,NA
"992","Eulemur rubriventer","Pandanus",10.99,"Gut Passed, Washed","0",0,"F",2023-11-29,NA,NA
"993","Eulemur rubriventer","Pandanus",14.5,"Gut Passed, Washed","0",0,"F",2023-11-29,NA,NA
"994","Eulemur rubriventer","Pandanus",11.73,"Gut Passed, Washed","0",0,"F",2023-11-29,NA,NA
"995","Eulemur rubriventer","Pandanus",12.07,"Gut Passed, Washed","0",0,"F",2023-11-29,NA,NA
"996","Eulemur rubriventer","Pandanus",15.64,"Gut Passed, Washed","0",0,"F",2023-11-29,NA,NA
"997","Eulemur rubriventer","Pandanus",13.54,"Gut Passed, Washed","0",0,"F",2023-11-29,NA,NA
"998",NA,"Adina",14.55,"Gut Passed, Unwashed","0",0,"",2023-11-30,NA,NA
"999",NA,"Adina",14.26,"Gut Passed, Washed","0",0,"",2023-11-30,NA,NA
"1000",NA,"Adina",14.26,"Gut Passed, Washed","0",1,"",2023-11-30,2024-01-28,59
"1001",NA,"Adina",16.2,"Gut Passed, Unwashed","0",1,"",2023-11-30,2024-01-07,38
"1002",NA,"Adina",15.08,"Gut Passed, Unwashed","0",0,"",2023-11-30,NA,NA
"1003",NA,"Adina",14.75,"Gut Passed, Unwashed","0",0,"",2023-11-30,NA,NA
"1004",NA,"Adina",12.16,"Gut Passed, Unwashed","0",0,"",2023-11-30,NA,NA
"1005",NA,"Cryptocaria",16.4,"Gut Passed, Washed","0",0,"",2023-11-30,NA,NA
"1006",NA,"Cryptocaria",17.08,"Gut Passed, Washed","0",0,"",2023-12-01,NA,NA
"1007",NA,"Cryptocaria",16.12,"Gut Passed, Washed","0",0,"",2023-12-01,NA,NA
"1008",NA,"Cryptocaria",14.5,"Gut Passed, Washed","0",0,"",2023-12-01,NA,NA
"1009","Eulemur rubriventer","Adina",14.24,"Gut Passed, Washed","0",1,"F",2023-12-01,2023-12-17,16
"1010",NA,"Adina",15.31,"Gut Passed, Washed","0",1,"",2023-12-02,2023-12-11,9
"1011",NA,"Adina",15.54,"Gut Passed, Washed","0",1,"",2023-12-01,2023-12-11,10
"1012","Eulemur albifrons","Adina",14.58,"Gut Passed, Unwashed","0",1,"",2023-12-02,2023-12-11,9
"1013","Eulemur albifrons","Adina",15.18,"Gut Passed, Unwashed","0",0,"",2023-12-02,NA,NA
"1014","Eulemur albifrons","Adina",13.22,"Gut Passed, Unwashed","0",1,"",2023-12-02,2023-12-11,9
"1015","Eulemur albifrons","Adina",12.12,"Gut Passed, Unwashed","0",0,"",2023-12-02,NA,NA
"1016","Eulemur albifrons","Adina",10.79,"Gut Passed, Unwashed","0",1,"",2023-12-02,2023-12-23,21
"1017","Eulemur albifrons","Adina",14.75,"Gut Passed, Washed","0",0,"F",2023-12-02,NA,NA
"1018","Eulemur albifrons","Adina",12.26,"Gut Passed, Washed","0",0,"F",2023-12-02,NA,NA
"1019","Eulemur rubriventer","Adina",14.69,"Gut Passed, Unwashed","0",0,"M",2023-12-02,NA,NA
"1020","Eulemur rubriventer","Adina",14.82,"Gut Passed, Unwashed","0",0,"M",2023-12-02,NA,NA
"1021","Eulemur rubriventer","Adina",14.8,"Gut Passed, Unwashed","0",0,"M",2023-12-02,NA,NA
"1022","Eulemur rubriventer","Adina",14.49,"Gut Passed, Unwashed","0",0,"M",2023-12-02,NA,NA
"1023","Eulemur rubriventer","Adina",15,"Gut Passed, Unwashed","0",0,"M",2023-12-02,NA,NA
"1024","Eulemur rubriventer","Adina",15.36,"Gut Passed, Unwashed","0",0,"M",2023-12-02,NA,NA
"1025","Eulemur rubriventer","Adina",13.32,"Gut Passed, Unwashed","0",0,"M",2023-12-02,NA,NA
"1026","Eulemur rubriventer","Adina",15.48,"Gut Passed, Washed","0",0,"",2023-12-02,NA,NA
"1027","Eulemur rubriventer","Adina",14.17,"Gut Passed, Washed","0",0,"",2023-12-02,NA,NA
"1028","Eulemur rubriventer","Adina",14.96,"Gut Passed, Washed","0",1,"",2023-12-02,2024-01-01,30
"1029","Eulemur rubriventer","Adina",14.85,"Gut Passed, Unwashed","0",0,"F",2023-12-02,NA,NA
"1030","Eulemur rubriventer","Adina",13.08,"Gut Passed, Unwashed","0",0,"F",2023-12-02,NA,NA
"1031","Eulemur rubriventer","Adina",13.95,"Gut Passed, Unwashed","0",0,"F",2023-12-02,NA,NA
"1032","Eulemur rubriventer","Pandanus",15.67,"Gut Passed, Washed","0",0,"M",2023-12-02,NA,NA
"1033",NA,"Cryptocaria",15.64,"Gut Passed, Unwashed","0",0,"",2023-12-02,NA,NA
"1034",NA,"Adina",14.9,"Gut Passed, Unwashed","0",1,"",2023-12-02,2024-01-07,36
"1035",NA,"Adina",16.64,"Gut Passed, Unwashed","0",1,"",2023-12-02,2024-02-03,63
"1036",NA,"Adina",13.69,"Gut Passed, Unwashed","0",0,"",2023-12-02,NA,NA
"1037",NA,"Cryptocaria",21.68,"Gut Passed, Washed","0",0,"",2023-12-02,NA,NA
"1038",NA,"Cryptocaria",19.33,"Gut Passed, Washed","0",0,"",2023-12-02,NA,NA
"1039",NA,"Cryptocaria",18.76,"Gut Passed, Washed","0",0,"",2023-12-02,NA,NA
"1040",NA,"Cryptocaria",16.3,"Gut Passed, Washed","0",0,"",2023-12-02,NA,NA
"1041",NA,"Cryptocaria",14.62,"Gut Passed, Washed","0",0,"",2023-12-02,NA,NA
"1042",NA,"Cryptocaria",14.86,"Gut Passed, Washed","0",0,"",2023-12-02,NA,NA
"1043",NA,"Cryptocaria",14.81,"Gut Passed, Washed","0",0,"",2023-12-02,NA,NA
"1044",NA,"Cryptocaria",13.66,"Gut Passed, Washed","0",0,"",2023-12-02,NA,NA
"1045",NA,"Adina",14.38,"Gut Passed, Unwashed","0",1,"",2023-12-04,2024-02-03,61
"1046",NA,"Adina",14.16,"Gut Passed, Unwashed","0",0,"",2023-12-04,NA,NA
"1047",NA,"Adina",15.43,"Gut Passed, Unwashed","0",0,"",2023-12-04,NA,NA
"1048",NA,"Adina",13.69,"Gut Passed, Unwashed","0",1,"",2023-12-04,2024-03-13,100
"1049",NA,"Adina",12.57,"Gut Passed, Unwashed","0",0,"",2023-12-04,NA,NA
"1050",NA,"Adina",12.12,"Gut Passed, Washed","0",1,"",2023-12-04,2023-12-11,7
"1051",NA,"Adina",14.5,"Gut Passed, Washed","0",1,"",2023-12-04,2023-12-11,7
"1052",NA,"Adina",13.83,"Gut Passed, Washed","0",1,"",2023-12-04,2023-12-14,10
"1053",NA,"Adina",12.07,"Gut Passed, Washed","0",0,"",2023-12-04,NA,NA
"1054",NA,"Adina",13.4,"Gut Passed, Unwashed","0",1,"",2023-12-05,2023-12-29,24
"1055",NA,"Adina",15.05,"Gut Passed, Washed","0",0,"",2023-12-05,NA,NA
"1056",NA,"Adina",14.04,"Gut Passed, Washed","0",1,"",2023-12-05,2024-01-07,33
"1057",NA,"Adina",14.85,"Gut Passed, Washed","0",0,"",2023-12-05,NA,NA
"1058",NA,"Adina",13.37,"Gut Passed, Washed","0",1,"",2023-12-05,2024-01-07,33
"1059",NA,"Adina",14.38,"Gut Passed, Washed","0",1,"",2023-12-05,2024-01-01,27
"1060",NA,"Adina",12.58,"Gut Passed, Washed","0",1,"",2023-12-05,2024-01-07,33
"1061",NA,"Adina",15.76,"Gut Passed, Washed","0",0,"",2023-12-05,NA,NA
"1062",NA,"Adina",12.58,"Gut Passed, Washed","0",0,"",2023-12-05,NA,NA
"1063",NA,"Adina",14.27,"Gut Passed, Unwashed","0",0,"",2023-12-05,NA,NA
"1064",NA,"Adina",14.8,"Gut Passed, Unwashed","0",0,"",2023-12-05,NA,NA
"1065",NA,"Adina",15.2,"Gut Passed, Unwashed","0",1,"",2023-12-05,2024-01-19,45
"1066",NA,"Adina",13.25,"Gut Passed, Unwashed","0",0,"",2023-12-05,NA,NA
"1067",NA,"Adina",16.24,"Gut Passed, Unwashed","0",1,"",2023-12-05,2023-12-29,24
"1068",NA,"Adina",16.41,"Gut Passed, Unwashed","0",0,"",2023-12-05,NA,NA
"1069",NA,"Adina",14.41,"Gut Passed, Unwashed","0",1,"",2023-12-05,2024-01-10,36
"1070",NA,"Adina",13.69,"Gut Passed, Unwashed","0",1,"",2023-12-05,2023-12-26,21
"1071",NA,"Adina",14.24,"Gut Passed, Unwashed","0",0,"",2023-12-05,NA,NA
"1072","Eulemur albifrons","Adina",16.03,"Gut Passed, Washed","0",0,"M",2023-12-05,NA,NA
"1073","Eulemur albifrons","Adina",14.93,"Gut Passed, Washed","0",0,"M",2023-12-05,NA,NA
"1074","Eulemur albifrons","Adina",14.98,"Gut Passed, Washed","0",1,"M",2023-12-05,2024-02-06,63
"1075","Eulemur albifrons","Adina",14.72,"Gut Passed, Washed","0",1,"M",2023-12-05,2024-01-13,39
"1076","Eulemur albifrons","Adina",13.94,"Gut Passed, Washed","0",1,"M",2023-12-05,2024-01-31,57
"1077","Eulemur albifrons","Adina",15.38,"Gut Passed, Washed","0",0,"M",2023-12-05,NA,NA
"1078","Eulemur albifrons","Adina",14.32,"Gut Passed, Washed","0",0,"M",2023-12-05,NA,NA
"1079","Eulemur rubriventer","Pandanus",12.85,"Gut Passed, Washed","0",0,"",2023-12-05,NA,NA
"1080","Eulemur rubriventer","Pandanus",11.72,"Gut Passed, Washed","0",0,"",2023-12-05,NA,NA
"1081","Eulemur rubriventer","Pandanus",12.55,"Gut Passed, Washed","0",0,"",2023-12-05,NA,NA
"1082","Eulemur rubriventer","Pandanus",13.29,"Gut Passed, Washed","0",0,"",2023-12-05,NA,NA
"1083","Eulemur rubriventer","Pandanus",11.04,"Gut Passed, Washed","0",0,"",2023-12-05,NA,NA
"1084",NA,"Pandanus",15.13,"Gut Passed, Unwashed","0",0,"",2023-12-05,NA,NA
"1085",NA,"Pandanus",13.5,"Gut Passed, Unwashed","0",0,"",2023-12-05,NA,NA
"1086",NA,"Pandanus",12.64,"Gut Passed, Unwashed","0",0,"",2023-12-05,NA,NA
"1087",NA,"Pandanus",14.67,"Gut Passed, Unwashed","0",0,"",2023-12-05,NA,NA
"1088",NA,"Pandanus",15.6,"Gut Passed, Unwashed","0",0,"",2023-12-05,NA,NA
"1089",NA,"Pandanus",11.88,"Gut Passed, Unwashed","0",0,"",2023-12-05,NA,NA
"1090",NA,"Pandanus",12.71,"Gut Passed, Unwashed","0",0,"",2023-12-05,NA,NA
"1091",NA,"Pandanus",13.29,"Gut Passed, Unwashed","0",0,"",2023-12-05,NA,NA
"1092",NA,"Pandanus",14.16,"Gut Passed, Unwashed","0",0,"",2023-12-05,NA,NA
"1093",NA,"Pandanus",12.69,"Gut Passed, Unwashed","0",0,"",2023-12-05,NA,NA
